Date,Currency,Mean,Buy,Sell
8/2/2022,US DOLLAR,113.6206,113.5206,113.7206
7/2/2022,US DOLLAR,113.6088,113.5088,113.7088
4/2/2022,US DOLLAR,113.6029,113.5029,113.7029
3/2/2022,US DOLLAR,113.5865,113.4865,113.6865
2/2/2022,US DOLLAR,113.5765,113.4765,113.6765
1/2/2022,US DOLLAR,113.5765,113.4765,113.6765
31/01/2022,US DOLLAR,113.5735,113.4735,113.6735
28/01/2022,US DOLLAR,113.5706,113.4706,113.6706
27/01/2022,US DOLLAR,113.5471,113.4471,113.6471
26/01/2022,US DOLLAR,113.5471,113.4471,113.6471
25/01/2022,US DOLLAR,113.5382,113.4382,113.6382
24/01/2022,US DOLLAR,113.5294,113.4294,113.6294
21/01/2022,US DOLLAR,113.5176,113.4176,113.6176
20/01/2022,US DOLLAR,113.5,113.4,113.6
19/01/2022,US DOLLAR,113.4676,113.3676,113.5676
18/01/2022,US DOLLAR,113.4147,113.3147,113.5147
17/01/2022,US DOLLAR,113.3941,113.2941,113.4941
14/01/2022,US DOLLAR,113.3676,113.2676,113.4676
13/01/2022,US DOLLAR,113.3329,113.2329,113.4329
12/1/2022,US DOLLAR,113.3118,113.2118,113.4118
11/1/2022,US DOLLAR,113.2765,113.1765,113.3765
10/1/2022,US DOLLAR,113.2382,113.1382,113.3382
7/1/2022,US DOLLAR,113.2206,113.1206,113.3206
6/1/2022,US DOLLAR,113.1853,113.0853,113.2853
5/1/2022,US DOLLAR,113.1735,113.0735,113.2735
4/1/2022,US DOLLAR,113.1559,113.0559,113.2559
3/1/2022,US DOLLAR,113.1382,113.0382,113.2382
31/12/2021,US DOLLAR,113.1412,113.0412,113.2412
30/12/2021,US DOLLAR,113.1265,113.0265,113.2265
29/12/2021,US DOLLAR,113.1059,113.0059,113.2059
28/12/2021,US DOLLAR,113.1,113,113.2
24/12/2021,US DOLLAR,113.0794,112.9794,113.1794
23/12/2021,US DOLLAR,113.0618,112.9618,113.1618
22/12/2021,US DOLLAR,113.0471,112.9471,113.1471
21/12/2021,US DOLLAR,113.0441,112.9441,113.1441
20/12/2021,US DOLLAR,113.0265,112.9265,113.1265
17/12/2021,US DOLLAR,113.0059,112.9059,113.1059
16/12/2021,US DOLLAR,112.9559,112.8559,113.0559
15/12/2021,US DOLLAR,112.9235,112.8235,113.0235
14/12/2021,US DOLLAR,112.9147,112.8147,113.0147
10/12/2021,US DOLLAR,112.8876,112.7876,112.9876
9/12/2021,US DOLLAR,112.8571,112.7571,112.9571
8/12/2021,US DOLLAR,112.8088,112.7088,112.9088
7/12/2021,US DOLLAR,112.7059,112.6059,112.8059
6/12/2021,US DOLLAR,112.6735,112.5735,112.7735
3/12/2021,US DOLLAR,112.6265,112.5265,112.7265
2/12/2021,US DOLLAR,112.5647,112.4647,112.6647
1/12/2021,US DOLLAR,112.5235,112.4235,112.6235
30/11/2021,US DOLLAR,112.4882,112.3882,112.5882
29/11/2021,US DOLLAR,112.4441,112.3441,112.5441
26/11/2021,US DOLLAR,112.3853,112.2853,112.4853
25/11/2021,US DOLLAR,112.3647,112.2647,112.4647
24/11/2021,US DOLLAR,112.35,112.25,112.45
23/11/2021,US DOLLAR,112.2882,112.1882,112.3882
22/11/2021,US DOLLAR,112.2529,112.1529,112.3529
19/11/2021,US DOLLAR,112.1824,112.0824,112.2824
18/11/2021,US DOLLAR,112.1088,112.0088,112.2088
17/11/2021,US DOLLAR,112.0118,111.9118,112.1118
16/11/2021,US DOLLAR,111.9735,111.8735,112.0735
15/11/2021,US DOLLAR,111.9118,111.8118,112.0118
12/11/2021,US DOLLAR,111.8147,111.7147,111.9147
11/11/2021,US DOLLAR,111.7735,111.6735,111.8735
10/11/2021,US DOLLAR,111.7,111.6,111.8
9/11/2021,US DOLLAR,111.6541,111.5541,111.7541
8/11/2021,US DOLLAR,111.5941,111.4941,111.6941
5/11/2021,US DOLLAR,111.5471,111.4471,111.6471
4/11/2021,US DOLLAR,111.4382,111.3382,111.5382
3/11/2021,US DOLLAR,111.3559,111.2559,111.4559
2/11/2021,US DOLLAR,111.2941,111.1941,111.3941
1/11/2021,US DOLLAR,111.2441,111.1441,111.3441
29/10/2021,US DOLLAR,111.2147,111.1147,111.3147
28/10/2021,US DOLLAR,111.1529,111.0529,111.2529
27/10/2021,US DOLLAR,111.1471,111.0471,111.2471
26/10/2021,US DOLLAR,111.1265,111.0265,111.2265
25/10/2021,US DOLLAR,111.0853,110.9853,111.1853
22/10/2021,US DOLLAR,111.0559,110.9559,111.1559
21/10/2021,US DOLLAR,111.0176,110.9176,111.1176
19/10/2021,US DOLLAR,110.9118,110.8118,111.0118
18/10/2021,US DOLLAR,110.8941,110.7941,110.9941
15/10/2021,US DOLLAR,110.8676,110.7676,110.9676
14/10/2021,US DOLLAR,110.8106,110.7106,110.9106
13/10/2021,US DOLLAR,110.7694,110.6694,110.8694
12/10/2021,US DOLLAR,110.7371,110.6371,110.8371
8/10/2021,US DOLLAR,110.7165,110.6165,110.8165
7/10/2021,US DOLLAR,110.6929,110.5929,110.7929
6/10/2021,US DOLLAR,110.6194,110.5194,110.7194
5/10/2021,US DOLLAR,110.5529,110.4529,110.6529
4/10/2021,US DOLLAR,110.5088,110.4088,110.6088
1/10/2021,US DOLLAR,110.4947,110.3947,110.5947
30/09/2021,US DOLLAR,110.4859,110.3859,110.5859
29/09/2021,US DOLLAR,110.4494,110.3494,110.5494
28/09/2021,US DOLLAR,110.4018,110.3018,110.5018
27/09/2021,US DOLLAR,110.3824,110.2824,110.4824
24/09/2021,US DOLLAR,110.3765,110.2765,110.4765
23/09/2021,US DOLLAR,110.3882,110.2882,110.4882
22/09/2021,US DOLLAR,110.2765,110.1765,110.3765
21/09/2021,US DOLLAR,110.1971,110.0971,110.2971
20/09/2021,US DOLLAR,110.1659,110.0659,110.2659
17/09/2021,US DOLLAR,110.0941,109.9941,110.1941
16/09/2021,US DOLLAR,110.0294,109.9294,110.1294
15/09/2021,US DOLLAR,109.9441,109.8441,110.0441
14/09/2021,US DOLLAR,109.8529,109.7529,109.9529
13/09/2021,US DOLLAR,109.8676,109.7676,109.9676
10/9/2021,US DOLLAR,109.8735,109.7735,109.9735
9/9/2021,US DOLLAR,110.0988,109.9988,110.1988
8/9/2021,US DOLLAR,110.08,109.98,110.18
7/9/2021,US DOLLAR,110.0512,109.9512,110.1512
6/9/2021,US DOLLAR,110.0306,109.9306,110.1306
3/9/2021,US DOLLAR,109.9865,109.8865,110.0865
2/9/2021,US DOLLAR,109.9335,109.8335,110.0335
1/9/2021,US DOLLAR,109.8894,109.7924,109.9865
31/08/2021,US DOLLAR,109.8718,109.7718,109.9718
30/08/2021,US DOLLAR,109.8182,109.7182,109.9182
27/08/2021,US DOLLAR,109.7776,109.6776,109.8776
26/08/2021,US DOLLAR,109.7059,109.6059,109.8059
25/08/2021,US DOLLAR,109.6324,109.5324,109.7324
24/08/2021,US DOLLAR,109.5982,109.4982,109.6982
23/08/2021,US DOLLAR,109.5529,109.4529,109.6529
20/08/2021,US DOLLAR,109.5324,109.4324,109.6324
19/08/2021,US DOLLAR,109.4853,109.3853,109.5853
18/08/2021,US DOLLAR,109.4176,109.3176,109.5176
17/08/2021,US DOLLAR,109.3588,109.2588,109.4588
16/08/2021,US DOLLAR,109.2559,109.1559,109.3559
13/08/2021,US DOLLAR,109.1971,109.0971,109.2971
12/8/2021,US DOLLAR,109.1353,109.0353,109.2353
11/8/2021,US DOLLAR,109.0176,108.9176,109.1176
10/8/2021,US DOLLAR,108.8382,108.7382,108.9382
9/8/2021,US DOLLAR,108.7688,108.6688,108.8688
6/8/2021,US DOLLAR,108.7241,108.6241,108.8241
5/8/2021,US DOLLAR,108.6735,108.5735,108.7735
4/8/2021,US DOLLAR,108.6471,108.5471,108.7471
3/8/2021,US DOLLAR,108.6324,108.5324,108.7324
2/8/2021,US DOLLAR,108.6265,108.5265,108.7265
30/07/2021,US DOLLAR,108.6088,108.5088,108.7088
29/07/2021,US DOLLAR,108.5912,108.4912,108.6912
28/07/2021,US DOLLAR,108.5206,108.4206,108.6206
27/07/2021,US DOLLAR,108.4941,108.3941,108.5941
26/07/2021,US DOLLAR,108.2941,108.1941,108.3941
23/07/2021,US DOLLAR,108.2,108.1,108.3
22/07/2021,US DOLLAR,108.2,108.1,108.3
21/07/2021,US DOLLAR,108.2,108.1,108.3
19/07/2021,US DOLLAR,108.2,108.1,108.3
16/07/2021,US DOLLAR,108.1882,108.0882,108.2882
15/07/2021,US DOLLAR,108.0324,107.9324,108.1324
14/07/2021,US DOLLAR,107.9824,107.8824,108.0824
13/07/2021,US DOLLAR,107.95,107.85,108.05
12/7/2021,US DOLLAR,107.95,107.85,108.05
9/7/2021,US DOLLAR,107.95,107.85,108.05
8/7/2021,US DOLLAR,107.95,107.85,108.05
7/7/2021,US DOLLAR,107.95,107.85,108.05
6/7/2021,US DOLLAR,107.95,107.85,108.05
5/7/2021,US DOLLAR,107.9441,107.8441,108.0441
2/7/2021,US DOLLAR,107.9529,107.8529,108.0529
1/7/2021,US DOLLAR,107.9206,107.8206,108.0206
30/06/2021,US DOLLAR,107.85,107.75,107.95
29/06/2021,US DOLLAR,107.7824,107.6824,107.8824
28/06/2021,US DOLLAR,107.75,107.65,107.85
25/06/2021,US DOLLAR,107.7529,107.6529,107.8529
24/06/2021,US DOLLAR,107.7706,107.6706,107.8706
23/06/2021,US DOLLAR,107.7971,107.6971,107.8971
22/06/2021,US DOLLAR,107.8,107.7,107.9
21/06/2021,US DOLLAR,107.8,107.7,107.9
18/06/2021,US DOLLAR,107.8,107.7,107.9
17/06/2021,US DOLLAR,107.7971,107.6971,107.8971
16/06/2021,US DOLLAR,107.7706,107.6706,107.8706
15/06/2021,US DOLLAR,107.7935,107.6935,107.8935
14/06/2021,US DOLLAR,107.8006,107.7006,107.9006
11/6/2021,US DOLLAR,107.9,107.8,108
10/6/2021,US DOLLAR,107.9029,107.8029,108.0029
9/6/2021,US DOLLAR,107.95,107.85,108.05
8/6/2021,US DOLLAR,107.9,107.8,108
7/6/2021,US DOLLAR,107.8382,107.7382,107.9382
4/6/2021,US DOLLAR,107.7997,107.7,107.8994
3/6/2021,US DOLLAR,107.7324,107.6324,107.8324
2/6/2021,US DOLLAR,107.6941,107.5941,107.7941
31/05/2021,US DOLLAR,107.5912,107.4912,107.6912
28/05/2021,US DOLLAR,107.5382,107.4382,107.6382
27/05/2021,US DOLLAR,107.5735,107.4735,107.6735
26/05/2021,US DOLLAR,107.7353,107.6353,107.8353
25/05/2021,US DOLLAR,108.0235,107.9235,108.1235
24/05/2021,US DOLLAR,108.2382,108.1382,108.3382
21/05/2021,US DOLLAR,108.2294,108.1294,108.3294
20/05/2021,US DOLLAR,107.9235,107.8235,108.0235
19/05/2021,US DOLLAR,107.5224,107.4224,107.6224
18/05/2021,US DOLLAR,107.2824,107.1824,107.3824
17/05/2021,US DOLLAR,107.1735,107.0735,107.2735
13/05/2021,US DOLLAR,107.0235,106.9235,107.1235
12/5/2021,US DOLLAR,106.7971,106.6971,106.8971
11/5/2021,US DOLLAR,106.5382,106.4382,106.6382
10/5/2021,US DOLLAR,106.7353,106.6353,106.8353
7/5/2021,US DOLLAR,106.8588,106.7588,106.9588
6/5/2021,US DOLLAR,106.9794,106.8794,107.0794
5/5/2021,US DOLLAR,107.2559,107.1559,107.3559
4/5/2021,US DOLLAR,107.7147,107.6147,107.8147
3/5/2021,US DOLLAR,107.8441,107.7441,107.9441
30/04/2021,US DOLLAR,107.8441,107.7441,107.9441
29/04/2021,US DOLLAR,107.8382,107.7382,107.9382
28/04/2021,US DOLLAR,107.8471,107.7471,107.9471
27/04/2021,US DOLLAR,108.1,108,108.2
26/04/2021,US DOLLAR,108.5353,108.4353,108.6353
23/04/2021,US DOLLAR,108.5265,108.4265,108.6265
22/04/2021,US DOLLAR,108.4206,108.3206,108.5206
21/04/2021,US DOLLAR,108.1118,108.0118,108.2118
20/04/2021,US DOLLAR,107.9488,107.8488,108.0488
19/04/2021,US DOLLAR,107.4929,107.3929,107.5929
16/04/2021,US DOLLAR,107.06,106.96,107.16
15/04/2021,US DOLLAR,106.8059,106.7059,106.9059
14/04/2021,US DOLLAR,106.8971,106.7971,106.9971
13/04/2021,US DOLLAR,107.1,107,107.2
12/4/2021,US DOLLAR,107.2882,107.1882,107.3882
9/4/2021,US DOLLAR,107.9706,107.8706,108.0706
8/4/2021,US DOLLAR,108.2412,108.1412,108.3412
7/4/2021,US DOLLAR,108.6029,108.5029,108.7029
6/4/2021,US DOLLAR,108.9218,108.8218,109.0218
1/4/2021,US DOLLAR,109.35,109.25,109.45
31/03/2021,US DOLLAR,109.5118,109.4118,109.6118
30/03/2021,US DOLLAR,109.7176,109.6176,109.8176
29/03/2021,US DOLLAR,109.7529,109.6529,109.8529
26/03/2021,US DOLLAR,109.7853,109.6853,109.8853
25/03/2021,US DOLLAR,109.8147,109.7147,109.9147
24/03/2021,US DOLLAR,109.85,109.75,109.95
23/03/2021,US DOLLAR,109.8588,109.7588,109.9588
22/03/2021,US DOLLAR,109.8559,109.7559,109.9559
19/03/2021,US DOLLAR,109.8576,109.7576,109.9576
18/03/2021,US DOLLAR,109.7971,109.6971,109.8971
17/03/2021,US DOLLAR,109.6941,109.5941,109.7941
16/03/2021,US DOLLAR,109.6547,109.5547,109.7547
15/03/2021,US DOLLAR,109.6488,109.5488,109.7488
12/3/2021,US DOLLAR,109.6488,109.5488,109.7488
11/3/2021,US DOLLAR,109.6488,109.5488,109.7488
10/3/2021,US DOLLAR,109.6488,109.5488,109.7488
9/3/2021,US DOLLAR,109.6488,109.5488,109.7488
8/3/2021,US DOLLAR,109.64,109.54,109.74
5/3/2021,US DOLLAR,109.6518,109.5518,109.7518
4/3/2021,US DOLLAR,109.6941,109.5941,109.7941
3/3/2021,US DOLLAR,109.8,109.7,109.9
2/3/2021,US DOLLAR,109.8,109.7,109.9
1/3/2021,US DOLLAR,109.8029,109.7029,109.9029
26/02/2021,US DOLLAR,109.8,109.7,109.9
25/02/2021,US DOLLAR,109.7676,109.6676,109.8676
24/02/2021,US DOLLAR,109.7015,109.6029,109.8
23/02/2021,US DOLLAR,109.6,109.5,109.7
22/02/2021,US DOLLAR,109.5971,109.4971,109.6971
19/02/2021,US DOLLAR,109.55,109.45,109.65
18/02/2021,US DOLLAR,109.5471,109.4471,109.6471
17/02/2021,US DOLLAR,109.4588,109.3588,109.5588
16/02/2021,US DOLLAR,109.45,109.35,109.55
15/02/2021,US DOLLAR,109.4471,109.3471,109.5471
12/2/2021,US DOLLAR,109.4429,109.3429,109.5429
11/2/2021,US DOLLAR,109.4512,109.3512,109.5512
10/2/2021,US DOLLAR,109.5518,109.4518,109.6518
9/2/2021,US DOLLAR,109.6441,109.5441,109.7441
8/2/2021,US DOLLAR,109.6559,109.5559,109.7559
5/2/2021,US DOLLAR,109.8206,109.7206,109.9206
4/2/2021,US DOLLAR,109.8647,109.7647,109.9647
3/2/2021,US DOLLAR,110.0071,109.9071,110.1071
2/2/2021,US DOLLAR,110.1471,110.0471,110.2471
1/2/2021,US DOLLAR,110.15,110.05,110.25
29/01/2021,US DOLLAR,110.1441,110.0441,110.2441
28/01/2021,US DOLLAR,110.1482,110.0482,110.2482
27/01/2021,US DOLLAR,110.1,110,110.2
26/01/2021,US DOLLAR,110.0941,109.9941,110.1941
25/01/2021,US DOLLAR,110.0235,109.9235,110.1235
22/01/2021,US DOLLAR,109.8088,109.7088,109.9088
21/01/2021,US DOLLAR,110.1853,110.0853,110.2853
20/01/2021,US DOLLAR,110.1829,110.0829,110.2829
19/01/2021,US DOLLAR,110.1029,110.0029,110.2029
18/01/2021,US DOLLAR,110.0729,109.9729,110.1729
15/01/2021,US DOLLAR,110.1,110,110.2
14/01/2021,US DOLLAR,109.9706,109.8706,110.0706
13/01/2021,US DOLLAR,109.6682,109.5682,109.7682
12/1/2021,US DOLLAR,109.5471,109.4471,109.6471
11/1/2021,US DOLLAR,109.55,109.45,109.65
8/1/2021,US DOLLAR,109.55,109.45,109.65
7/1/2021,US DOLLAR,109.4718,109.3718,109.5718
6/1/2021,US DOLLAR,109.3794,109.2794,109.4794
5/1/2021,US DOLLAR,109.2853,109.1853,109.3853
4/1/2021,US DOLLAR,109.2165,109.1165,109.3165
31/12/2020,US DOLLAR,109.1718,109.0718,109.2718
30/12/2020,US DOLLAR,109.0353,108.9353,109.1353
29/12/2020,US DOLLAR,108.7694,108.6694,108.8694
28/12/2020,US DOLLAR,108.7676,108.6676,108.8676
24/12/2020,US DOLLAR,108.7882,108.6882,108.8882
23/12/2020,US DOLLAR,109.4441,109.3441,109.5441
22/12/2020,US DOLLAR,111.0382,110.9382,111.1382
21/12/2020,US DOLLAR,111.4453,111.3453,111.5453
18/12/2020,US DOLLAR,111.5718,111.4718,111.6718
17/12/2020,US DOLLAR,111.5912,111.4912,111.6912
16/12/2020,US DOLLAR,111.5871,111.4871,111.6871
15/12/2020,US DOLLAR,111.5635,111.4635,111.6635
14/12/2020,US DOLLAR,111.5276,111.4276,111.6276
11/12/2020,US DOLLAR,111.4812,111.3812,111.5812
10/12/2020,US DOLLAR,111.4388,111.3388,111.5388
9/12/2020,US DOLLAR,111.41,111.31,111.51
8/12/2020,US DOLLAR,111.3971,111.2971,111.4971
7/12/2020,US DOLLAR,111.1318,111.0318,111.2318
4/12/2020,US DOLLAR,111.0618,110.9618,111.1618
3/12/2020,US DOLLAR,110.6694,110.5694,110.7694
2/12/2020,US DOLLAR,110.0959,109.9959,110.1959
1/12/2020,US DOLLAR,110.0712,109.9712,110.1712
30/11/2020,US DOLLAR,110.0535,109.9535,110.1535
27/11/2020,US DOLLAR,109.9847,109.8847,110.0847
26/11/2020,US DOLLAR,109.86,109.76,109.96
25/11/2020,US DOLLAR,109.7194,109.6194,109.8194
24/11/2020,US DOLLAR,109.54,109.44,109.64
23/11/2020,US DOLLAR,109.4547,109.3547,109.5547
20/11/2020,US DOLLAR,109.3924,109.2924,109.4924
19/11/2020,US DOLLAR,109.3188,109.2188,109.4188
18/11/2020,US DOLLAR,109.26,109.16,109.36
17/11/2020,US DOLLAR,109.2335,109.1335,109.3335
16/11/2020,US DOLLAR,109.2015,109.1018,109.3012
13/11/2020,US DOLLAR,109.1118,109.0118,109.2118
12/11/2020,US DOLLAR,109.0341,108.9341,109.1341
11/11/2020,US DOLLAR,108.9665,108.8665,109.0665
10/11/2020,US DOLLAR,108.9347,108.8347,109.0347
9/11/2020,US DOLLAR,108.9182,108.8182,109.0182
6/11/2020,US DOLLAR,108.9059,108.8059,109.0059
5/11/2020,US DOLLAR,108.8682,108.7682,108.9682
4/11/2020,US DOLLAR,108.8647,108.7647,108.9647
3/11/2020,US DOLLAR,108.8382,108.7382,108.9382
2/11/2020,US DOLLAR,108.8324,108.7324,108.9324
30/10/2020,US DOLLAR,108.8188,108.7188,108.9188
29/10/2020,US DOLLAR,108.8265,108.7265,108.9265
28/10/2020,US DOLLAR,108.8353,108.7353,108.9353
27/10/2020,US DOLLAR,108.8265,108.7265,108.9265
26/10/2020,US DOLLAR,108.7882,108.6882,108.8882
23/10/2020,US DOLLAR,108.7735,108.6735,108.8735
22/10/2020,US DOLLAR,108.7482,108.6482,108.8482
21/10/2020,US DOLLAR,108.7185,108.6188,108.8182
19/10/2020,US DOLLAR,108.6765,108.5765,108.7765
16/10/2020,US DOLLAR,108.6224,108.5224,108.7224
15/10/2020,US DOLLAR,108.6053,108.5053,108.7053
14/10/2020,US DOLLAR,108.5853,108.4853,108.6853
13/10/2020,US DOLLAR,108.5497,108.45,108.6494
12/10/2020,US DOLLAR,108.5262,108.4265,108.6259
9/10/2020,US DOLLAR,108.5168,108.4171,108.6165
8/10/2020,US DOLLAR,108.5294,108.4294,108.6294
7/10/2020,US DOLLAR,108.5276,108.4276,108.6276
6/10/2020,US DOLLAR,108.5026,108.4029,108.6024
5/10/2020,US DOLLAR,108.4921,108.3924,108.5918
2/10/2020,US DOLLAR,108.4853,108.3853,108.5853
1/10/2020,US DOLLAR,108.4471,108.3471,108.5471
30/09/2020,US DOLLAR,108.4971,108.3971,108.5971
29/09/2020,US DOLLAR,108.4879,108.3882,108.5876
28/09/2020,US DOLLAR,108.4779,108.3782,108.5776
25/09/2020,US DOLLAR,108.4691,108.3694,108.5688
24/09/2020,US DOLLAR,108.4126,108.3129,108.5124
23/09/2020,US DOLLAR,108.4176,108.3176,108.5176
22/09/2020,US DOLLAR,108.3618,108.2618,108.4618
21/09/2020,US DOLLAR,108.4,108.3,108.5
18/09/2020,US DOLLAR,108.3912,108.2912,108.4912
17/09/2020,US DOLLAR,108.3794,108.2794,108.4794
16/09/2020,US DOLLAR,108.6379,108.5382,108.7376
15/09/2020,US DOLLAR,108.5559,108.4559,108.6559
14/09/2020,US DOLLAR,108.5,108.4,108.6
11/9/2020,US DOLLAR,108.4488,108.3488,108.5488
10/9/2020,US DOLLAR,108.3971,108.2971,108.4971
9/9/2020,US DOLLAR,108.3735,108.2735,108.4735
8/9/2020,US DOLLAR,108.3353,108.2353,108.4353
7/9/2020,US DOLLAR,108.3282,108.2282,108.4282
4/9/2020,US DOLLAR,108.3224,108.2224,108.4224
3/9/2020,US DOLLAR,108.3029,108.2029,108.4029
2/9/2020,US DOLLAR,108.2615,108.1618,108.3612
1/9/2020,US DOLLAR,108.2147,108.1147,108.3147
31/08/2020,US DOLLAR,108.2088,108.1088,108.3088
28/08/2020,US DOLLAR,108.2221,108.1224,108.3218
27/08/2020,US DOLLAR,108.1529,108.0529,108.2529
26/08/2020,US DOLLAR,108.1203,108.0206,108.22
25/08/2020,US DOLLAR,108.0379,107.9382,108.1376
24/08/2020,US DOLLAR,108.0147,107.9147,108.1147
21/08/2020,US DOLLAR,108.0088,107.9088,108.1088
20/08/2020,US DOLLAR,108.5588,108.4588,108.6588
19/08/2020,US DOLLAR,108.4206,108.3206,108.5206
18/08/2020,US DOLLAR,108.3129,108.2129,108.4129
17/08/2020,US DOLLAR,108.3185,108.2188,108.4182
14/08/2020,US DOLLAR,108.2897,108.19,108.3894
13/08/2020,US DOLLAR,108.3918,108.2918,108.4918
12/8/2020,US DOLLAR,108.3329,108.2329,108.4329
11/8/2020,US DOLLAR,108.1162,108.0165,108.2159
10/8/2020,US DOLLAR,108.0294,107.9294,108.1294
7/8/2020,US DOLLAR,108.0024,107.9024,108.1024
6/8/2020,US DOLLAR,107.9459,107.8459,108.0459
5/8/2020,US DOLLAR,107.8941,107.7941,107.9941
4/8/2020,US DOLLAR,107.8174,107.7176,107.9171
3/8/2020,US DOLLAR,107.7118,107.6118,107.8118
30/07/2020,US DOLLAR,107.7074,107.6076,107.8071
29/07/2020,US DOLLAR,107.7118,107.6118,107.8118
28/07/2020,US DOLLAR,107.7191,107.6188,107.8194
27/07/2020,US DOLLAR,107.7888,107.6888,107.8888
24/07/2020,US DOLLAR,108.02,107.92,108.12
23/07/2020,US DOLLAR,108.1288,108.0288,108.2288
22/07/2020,US DOLLAR,107.8797,107.78,107.9794
21/07/2020,US DOLLAR,107.6209,107.5212,107.7206
20/07/2020,US DOLLAR,107.4329,107.3329,107.5329
17/07/2020,US DOLLAR,107.4582,107.3582,107.5582
16/07/2020,US DOLLAR,107.3494,107.2494,107.4494
15/07/2020,US DOLLAR,107.285,107.1853,107.3847
14/07/2020,US DOLLAR,107.1471,107.0476,107.2465
13/07/2020,US DOLLAR,107.0512,106.9512,107.1512
10/7/2020,US DOLLAR,106.9003,106.8006,107
9/7/2020,US DOLLAR,106.9618,106.8618,107.0618
8/7/2020,US DOLLAR,106.7471,106.6471,106.8471
7/7/2020,US DOLLAR,106.5912,106.4912,106.6912
6/7/2020,US DOLLAR,106.6106,106.5106,106.7106
3/7/2020,US DOLLAR,106.6662,106.5665,106.7659
2/7/2020,US DOLLAR,106.54,106.44,106.64
1/7/2020,US DOLLAR,106.5488,106.4488,106.6488
30/06/2020,US DOLLAR,106.5224,106.4224,106.6224
29/06/2020,US DOLLAR,106.4576,106.3576,106.5576
26/06/2020,US DOLLAR,106.51,106.41,106.61
25/06/2020,US DOLLAR,106.4029,106.3029,106.5029
24/06/2020,US DOLLAR,106.3694,106.2694,106.4694
23/06/2020,US DOLLAR,106.4194,106.3194,106.5194
22/06/2020,US DOLLAR,106.3265,106.2265,106.4265
19/06/2020,US DOLLAR,106.2882,106.1882,106.3882
18/06/2020,US DOLLAR,106.3206,106.2206,106.4206
17/06/2020,US DOLLAR,106.4853,106.3853,106.5853
16/06/2020,US DOLLAR,106.4912,106.3912,106.5912
15/06/2020,US DOLLAR,106.45,106.35,106.55
12/6/2020,US DOLLAR,106.5047,106.4047,106.6047
11/6/2020,US DOLLAR,106.5971,106.4971,106.6971
10/6/2020,US DOLLAR,106.43,106.33,106.53
9/6/2020,US DOLLAR,106.2971,106.1971,106.3971
8/6/2020,US DOLLAR,106.14,106.04,106.24
5/6/2020,US DOLLAR,106.0871,105.9871,106.1871
4/6/2020,US DOLLAR,106.1235,106.0235,106.2235
3/6/2020,US DOLLAR,106.4488,106.3488,106.5488
2/6/2020,US DOLLAR,106.7982,106.6982,106.8982
29/05/2020,US DOLLAR,106.9435,106.8435,107.0435
28/05/2020,US DOLLAR,107.0265,106.9265,107.1265
27/05/2020,US DOLLAR,107.1088,107.0088,107.2088
26/05/2020,US DOLLAR,107.0076,106.9076,107.1076
22/05/2020,US DOLLAR,106.9694,106.8694,107.0694
21/05/2020,US DOLLAR,106.8894,106.7894,106.9894
20/05/2020,US DOLLAR,106.8,106.7,106.9
19/05/2020,US DOLLAR,106.69,106.59,106.79
18/05/2020,US DOLLAR,107.0353,106.9353,107.1353
15/05/2020,US DOLLAR,106.8112,106.7112,106.9112
14/05/2020,US DOLLAR,106.5947,106.4947,106.6947
13/05/2020,US DOLLAR,106.5276,106.4276,106.6276
12/5/2020,US DOLLAR,106.1385,106.0388,106.2382
11/5/2020,US DOLLAR,106.0268,105.9271,106.1265
8/5/2020,US DOLLAR,106.0088,105.9088,106.1088
7/5/2020,US DOLLAR,106.0768,105.9771,106.1765
6/5/2020,US DOLLAR,106.3091,106.2094,106.4088
5/5/2020,US DOLLAR,106.6091,106.5094,106.7088
4/5/2020,US DOLLAR,107.265,107.1653,107.3647
30/04/2020,US DOLLAR,107.2915,107.1918,107.3912
29/04/2020,US DOLLAR,107.275,107.1753,107.3747
28/04/2020,US DOLLAR,107.2382,107.1382,107.3382
27/04/2020,US DOLLAR,106.9265,106.8265,107.0265
24/04/2020,US DOLLAR,107.2444,107.1447,107.3441
23/04/2020,US DOLLAR,107.1412,107.0412,107.2412
22/04/2020,US DOLLAR,106.9941,106.8941,107.0941
21/04/2020,US DOLLAR,106.8824,106.7824,106.9824
20/04/2020,US DOLLAR,106.7941,106.6941,106.8941
17/04/2020,US DOLLAR,106.2029,106.1029,106.3029
16/04/2020,US DOLLAR,105.9088,105.8088,106.0088
15/04/2020,US DOLLAR,105.9034,105.8038,106.0031
14/04/2020,US DOLLAR,105.9088,105.8088,106.0088
9/4/2020,US DOLLAR,106.0035,105.9035,106.1035
8/4/2020,US DOLLAR,106.4741,106.3741,106.5741
7/4/2020,US DOLLAR,106.1765,106.0765,106.2765
6/4/2020,US DOLLAR,105.905,105.8053,106.0047
3/4/2020,US DOLLAR,105.6653,105.5653,105.7653
2/4/2020,US DOLLAR,105.1882,105.0853,105.2912
1/4/2020,US DOLLAR,105.1106,105.0076,105.2135
31/03/2020,US DOLLAR,104.6926,104.5929,104.7924
30/03/2020,US DOLLAR,104.4474,104.3447,104.55
27/03/2020,US DOLLAR,105.1147,105.0147,105.2147
26/03/2020,US DOLLAR,106.1971,106.0971,106.2971
25/03/2020,US DOLLAR,106.4206,106.3176,106.5235
